"","CROP.WILD.RELATIVE","Crop","GENEPOOL","GRAFTSTOCK","TRAIT","ONTOLOGY","BREEDING.TYPE","X..COLLECTION","TAXON","RECD_AS","W.wild.source.z.cultivated.source.but.of.known.wild.origin","PSOURCE_ORIGINAL","COLLECTION_INFORMATION","How.Received","Location.code","Qté","ID.verified","VERI_BY","VERI_DT","FAMILY","variant"
"701","Prunus pumila","Cherry","Tertiary","","",NA,"","1555-2008*A","Prunus pumila var. depressa","Prunus depressa","W","Stéphane Dumas","Canada: Québec: Mont Saint-Pierre. Nicole Vanier et Stéphane Dumas s.n. 3 Jun 2008.","PT","JALP-1","1"," "," "," ","Rosaceae","depressa"
"702","Prunus pumila","Cherry","Tertiary","","",NA,"","2415-2002*C","Prunus pumila","Prunus pumila","G","La Pépinière Rustique, QC"," ","PT","JPRE-ALP","1"," "," "," ","Rosaceae",""
"703","Prunus pumila","Cherry","Tertiary","","",NA,"","214-2015*B","Prunus pumila var. susquehanae","Prunus pumila var. susquehanae","W","Coursol, Frédéric","Canada: Québec: L'Isle-aux-Allumettes, sud du Lac Cranson. 45°48'37.82""N, 76°58'22.93""W. F. Coursol, S.M. Bailleul, P. Blais s.n. 8 Sep 2014.","SD","JFRU-19","3"," "," "," ","Rosaceae","susquehanae"
"704","Prunus pumila","Cherry","Tertiary","","",NA,"","3141-1993*B","Prunus pumila var. depressa","Prunus depressa","W","Baie Batchewana, Parc National Lac Supérieur, Ontario, par Jean-Pierre Dufort, jardinier au JBM","Canada: Ontario.","PT","JALP-5","1"," "," "," ","Rosaceae","depressa"
"705","Prunus pumila","Cherry","Tertiary","","",NA,"","214-2015*D","Prunus pumila var. susquehanae","Prunus pumila var. susquehanae","W","Coursol, Frédéric","Canada: Québec: L'Isle-aux-Allumettes, sud du Lac Cranson. 45°48'37.82""N, 76°58'22.93""W. F. Coursol, S.M. Bailleul, P. Blais s.n. 8 Sep 2014.","SD","JFRU-19","4"," "," "," ","Rosaceae","susquehanae"
"706","Prunus pumila","Cherry","Tertiary","","",NA,"","214-2015*E","Prunus pumila var. susquehanae","Prunus pumila var. susquehanae","W","Coursol, Frédéric","Canada: Québec: L'Isle-aux-Allumettes, sud du Lac Cranson. 45°48'37.82""N, 76°58'22.93""W. F. Coursol, S.M. Bailleul, P. Blais s.n. 8 Sep 2014.","SD","JFRU-03B","3"," "," "," ","Rosaceae","susquehanae"
"707","Prunus pumila","Cherry","Tertiary","","",NA,"","3141-1993*C","Prunus pumila var. depressa","Prunus depressa","W","Baie Batchewana, Parc National Lac Supérieur, Ontario, par Jean-Pierre Dufort, jardinier au JBM","Canada: Ontario.","PT","JALP-5","2"," "," "," ","Rosaceae","depressa"
"708","Prunus pumila","Cherry","Tertiary","","",NA,"","214-2015*G","Prunus pumila var. susquehanae","Prunus pumila var. susquehanae","W","Coursol, Frédéric","Canada: Québec: L'Isle-aux-Allumettes, sud du Lac Cranson. 45°48'37.82""N, 76°58'22.93""W. F. Coursol, S.M. Bailleul, P. Blais s.n. 8 Sep 2014.","SD","JALP-I","3"," "," "," ","Rosaceae","susquehanae"
"709","Prunus serotina","Cherry","Tertiary","","Abiotic",NA,"Cold Tolerance (AB)","1926-49-1989*A","Prunus serotina","Prunus serotina","U","Central Exp. Farm, Ottawa, Ont."," ","SD","JPRE-ALP","1"," "," "," ","Rosaceae",""
"710","Prunus serotina","Cherry","Tertiary","","Abiotic",NA,"Cold Tolerance (AB)","2122-2006*A","Prunus serotina","Prunus serotina","G","Pépinière Vert Forêt, Saint-Jude (Qc)"," ","PT","JPRE-ERS","10"," "," "," ","Rosaceae",""
"711","Prunus serotina","Cherry","Tertiary","","Abiotic",NA,"Cold Tolerance (AB)","2392-2001*A","Prunus serotina","Prunus serotina","W","Viola, Stefano","Canada: Québec: Dunham.","PT","JPRE-ERC","1"," "," "," ","Rosaceae",""
"712","Prunus serotina","Cherry","Tertiary","","Abiotic",NA,"Cold Tolerance (AB)","2122-2006*B","Prunus serotina","Prunus serotina","G","Pépinière Vert Forêt, Saint-Jude (Qc)"," ","PT","JPRE-ERC","10"," "," "," ","Rosaceae",""
"713","Prunus serotina","Cherry","Tertiary","","Abiotic",NA,"Cold Tolerance (AB)","1988-2001*C","Prunus serotina","Prunus serotina","G","Pépinière Lafeuillée"," ","PT","JPRE-ERC","1"," "," "," ","Rosaceae",""
"714","Prunus serotina","Cherry","Tertiary","","Abiotic",NA,"Cold Tolerance (AB)","1926-49-1984*B","Prunus serotina","Prunus serotina","U","Central Exp. Farm, Ottawa, Ont."," ","SD","JALP-T","1"," "," "," ","Rosaceae",""
"715","Prunus serotina","Cherry","Tertiary","","Abiotic",NA,"Cold Tolerance (AB)","1988-2001*A","Prunus serotina","Prunus serotina","G","Pépinière Lafeuillée"," ","PT","JPRE-ERS","2"," "," "," ","Rosaceae",""
"716","Prunus serotina","Cherry","Tertiary","","Abiotic",NA,"Cold Tolerance (AB)","1926-1949*A","Prunus serotina","Prunus serotina","U","Central Exp. Farm, Ottawa, Ont."," ","SD","JALP-T","1"," "," "," ","Rosaceae",""
"717","Prunus serotina","Cherry","Tertiary","","Abiotic",NA,"Cold Tolerance (AB)","1988-2001*F","Prunus serotina","Prunus serotina","G","Pépinière Lafeuillée"," ","PT","JPRE-PES","1"," "," "," ","Rosaceae",""
"718","Prunus serotina","Cherry","Tertiary","","Abiotic",NA,"Cold Tolerance (AB)","1988-2001*D","Prunus serotina","Prunus serotina","G","Pépinière Lafeuillée"," ","PT","JPRE-ERC","1"," "," "," ","Rosaceae",""
"719","Prunus serotina","Cherry","Tertiary","","Abiotic",NA,"Cold Tolerance (AB)","1988-2001*B","Prunus serotina","Prunus serotina","G","Pépinière Lafeuillée"," ","PT","JPRE-PES","1"," "," "," ","Rosaceae",""
"720","Prunus serotina","Cherry","Tertiary","","Abiotic",NA,"Cold Tolerance (AB)","177-1992*A","Prunus serotina","Prunus serotina","G","Provient de la pépinière de Terrebonne, déjà planté au Sous-bois"," ","PT","JSOU-P2","1"," "," "," ","Rosaceae",""
"721","Prunus virginiana","Cherry","Tertiary","","Biotic",NA,"Disease Resistance (B)","2327-2002*A","Prunus virginiana 'Robert'","Prunus virginiana 'Robert'","G","Jeffries Nurseries Ltd. "," ","PT","JFRU-15A","1"," "," "," ","Rosaceae","Robert'"
"722","Prunus virginiana","Cherry","Tertiary","","Biotic",NA,"Disease Resistance (B)","2181-2011*B","Prunus virginiana var. virginiana","Prunus virginiana var. virginiana","W","JBM - Index Seminum no. 68 (2011)","Canada: Québec: MRC Saguenay: Saguenay, La Baie. Lisière forestière. ca 112 m. 48°23'29.11""N, 70°51'57.95""W. Coursol, F. s.n. 17 Aug 2011.","SD","JPRE-ERB","1"," "," "," ","Rosaceae","virginiana"
"723","Prunus virginiana","Cherry","Tertiary","","Biotic",NA,"Disease Resistance (B)","1912-2018*A","Prunus virginiana","Prunus virginiana","U","Provenance inconnue - JSOU"," ","EX","JSOU-D2","1"," "," "," ","Rosaceae",""
"724","Prunus virginiana","Cherry","Tertiary","","Biotic",NA,"Disease Resistance (B)","2023-2010*A","Prunus virginiana","Prunus virginiana","U","Inconnue"," ","PT","JPRE-ALP","mass"," "," "," ","Rosaceae",""
"725","Prunus virginiana","Cherry","Tertiary","","Biotic",NA,"Disease Resistance (B)","2754-1994*A","Prunus virginiana var. virginiana","Prunus virginiana","G","Existant au Coin du Québec, sans numéro d'enregistrement"," ","PT","JQUE-4","1"," "," "," ","Rosaceae","virginiana"
"726","Pseudotsuga menziesii","Douglas fir",NA,NA,NA,NA,NA,"2303-2004*E","Pseudotsuga menziesii","Pseudotsuga menziesii","U","Jalp Avant 1992"," ","XX","JCHI-B","3"," "," "," ","Pinaceae",""
"727","Pseudotsuga menziesii","Douglas fir",NA,NA,NA,NA,NA,"2303-2004*C","Pseudotsuga menziesii","Pseudotsuga menziesii","U","Jalp Avant 1992"," ","XX","JALP-T","3"," "," "," ","Pinaceae",""
"728","Pseudotsuga menziesii","Douglas fir",NA,NA,NA,NA,NA,"1578-1989*B","Pseudotsuga menziesii 'Mucronata Compacta'","Pseudotsuga menziesii 'Mucronata Compacta'","G","Vineland Nurseries, Vineland Station, Ont."," ","PT","JALP-2","1"," "," "," ","Pinaceae","Mucronata Compacta'"
"729","Pseudotsuga menziesii","Douglas fir",NA,NA,NA,NA,NA,"2303-2004*F","Pseudotsuga menziesii","Pseudotsuga menziesii","U","Jalp Avant 1992"," ","XX","JCHI-B","3"," "," "," ","Pinaceae",""
"730","Pseudotsuga menziesii","Douglas fir",NA,NA,NA,NA,NA,"2303-2004*D","Pseudotsuga menziesii","Pseudotsuga menziesii","U","Jalp Avant 1992"," ","XX","JALP-T","1"," "," "," ","Pinaceae",""
"731","Pseudotsuga menziesii","Douglas fir",NA,NA,NA,NA,NA,"3141-1984*A","Pseudotsuga menziesii 'Pendula'","Pseudotsuga menziesii 'Pendula'","G","Hortico Inc., Waterdown, Ontario"," ","PT","JALP-T","1"," "," "," ","Pinaceae","Pendula'"
"732","Pseudotsuga menziesii","Douglas fir",NA,NA,NA,NA,NA,"2303-2004*A","Pseudotsuga menziesii","Pseudotsuga menziesii","U","Jalp Avant 1992"," ","XX","JALP-T","2"," "," "," ","Pinaceae",""
"733","Pseudotsuga menziesii","Douglas fir",NA,NA,NA,NA,NA,"2303-2004*B","Pseudotsuga menziesii","Pseudotsuga menziesii","U","Jalp Avant 1992"," ","XX","JALP-T","1"," "," "," ","Pinaceae",""
"734","Pseudotsuga menziesii","Douglas fir",NA,NA,NA,NA,NA,"4284-1984*B","Pseudotsuga menziesii 'Fletcheri'","Pseudotsuga menziesii 'Fletcheri'","G","Greer Gardens, USA"," ","PT","JALP-2","1"," "," "," ","Pinaceae","Fletcheri'"
"735","Pycnanthemum virginianum","Mint, Mountain-","","","",NA,"","2056-2010*A","Pycnanthemum virginianum","Pycnanthemum virginianum","G","SEPI Majella Larochelle"," ","PT","JALP-1","3"," "," "," ","Lamiaceae",""
"736","Pycnanthemum virginianum","Mint, Mountain-","","","",NA,"","1192-2003*B","Pycnanthemum virginianum","Pycnanthemum virginianum","W","Alain Meilleur","Canada: Québec: Boisé de l'Orée, Laval. PYVI 02. 12 Sep 2002.","SD","JALP-1","3"," "," "," ","Lamiaceae",""
"737","Pycnanthemum virginianum","Mint, Mountain-","","","",NA,"","2405-2011*A","Pycnanthemum virginianum","Pycnanthemum virginianum","W","Gardens North, NS","Canada: Ontario.","SD","JVIV-P4","mass"," "," "," ","Lamiaceae",""
"738","Pycnanthemum virginianum","Mint, Mountain-","","","",NA,"","1192-2003*F","Pycnanthemum virginianum","Pycnanthemum virginianum","W","Alain Meilleur","Canada: Québec: Boisé de l'Orée, Laval. PYVI 02. 12 Sep 2002.","SD","JALP-1","20"," "," "," ","Lamiaceae",""
"739","Quercus alba","Oak",NA,NA,NA,NA,NA,"2589-1954*A","Quercus alba","Quercus alba","G","Morton Arboretum, Lisle, USA"," ","SD","JALP-T","1","v","Frédéric Coursol Frédéric Coursol","17 JAN 2007 01 SEP 2006","Fagaceae",""
"740","Quercus alba","Oak",NA,NA,NA,NA,NA,"2412-2002*A","Quercus alba","Quercus alba","G","Pépinière Lafeuillée"," ","PT","JPRE-ERC","1"," "," "," ","Fagaceae",""
"741","Quercus bicolor","Oak",NA,NA,NA,NA,NA,"1361-2004*A","Quercus bicolor","Quercus bicolor","G","Pépinière de Terrebonne"," ","PT","JPRE-ERC","5"," "," "," ","Fagaceae",""
"742","Quercus bicolor","Oak",NA,NA,NA,NA,NA,"1361-2004*C","Quercus bicolor","Quercus bicolor","G","Pépinière de Terrebonne"," ","PT","JPRE-ALP","1"," "," "," ","Fagaceae",""
"743","Quercus bicolor","Oak",NA,NA,NA,NA,NA,"1014-1996*A","Quercus bicolor","Quercus bicolor","G","Marc Meloche, Pl. indigènes"," ","PT","JCHI-H","2"," "," "," ","Fagaceae",""
"744","Quercus bicolor","Oak",NA,NA,NA,NA,NA,"1361-2004*B","Quercus bicolor","Quercus bicolor","G","Pépinière de Terrebonne"," ","PT","JPRE-ERC","4"," "," "," ","Fagaceae",""
"745","Quercus bicolor","Oak",NA,NA,NA,NA,NA,"1190-2003*C","Quercus bicolor","Quercus bicolor","W","Alain Meilleur","Canada: Québec: Îles de la Paix, Ctés de Beauharnois et de Chateauguay. QUBI 01. 17 Sep 2003.","SD","JPRE-ERC","1"," "," "," ","Fagaceae",""
"746","Quercus palustris","Oak",NA,NA,NA,NA,NA,"1918-2012*A","Quercus palustris [Green Pillar] = 'Pringreen'","Quercus palustris [Green Pillar] = 'Pringreen'","G","Au Jardin de Jean-Pierre enr., Qc"," ","PT","JFRU-S","1"," "," "," ","Fagaceae","Green Pillar] = 'Pringreen'"
"747","Quercus palustris","Oak",NA,NA,NA,NA,NA,"11725-1937*A","Quercus palustris","Quercus palustris","G","F.W. Schumacher Co. Inc, Sandwich, MA, USA"," ","SD","JQUE-4","1"," "," "," ","Fagaceae",""
"748","Quercus rubra","Oak",NA,NA,NA,NA,NA,"11294-1937*B","Quercus rubra","Quercus rubra","W","Pép. Prov., Berthier, Qc, Canada","Canada: Québec: Localité inconnue.","PT","JQUE-3","1"," "," "," ","Fagaceae",""
"749","Quercus rubra","Oak",NA,NA,NA,NA,NA,"2049-2003*K","Quercus rubra","Quercus rubra","G","Pépinière Cramer, Québec"," ","PT","JSOU-G2","1"," "," "," ","Fagaceae",""
"750","Quercus rubra","Oak",NA,NA,NA,NA,NA,"2049-2003*P","Quercus rubra","Quercus rubra","G","Pépinière Cramer, Québec"," ","PT","JSOU-R9","1"," "," "," ","Fagaceae",""
"751","Quercus rubra","Oak",NA,NA,NA,NA,NA,"2049-2003*N","Quercus rubra","Quercus rubra","G","Pépinière Cramer, Québec"," ","PT","JSOU-R2","1"," "," "," ","Fagaceae",""
"752","Quercus rubra","Oak",NA,NA,NA,NA,NA,"1958-1996*A","Quercus rubra","Quercus rubra","U","Provenance inconnue, Jardin japonais"," ","PT","JJAP-M3","1"," "," "," ","Fagaceae",""
"753","Quercus rubra","Oak",NA,NA,NA,NA,NA,"2157-1952*A","Quercus rubra","Quercus rubra var. borealis","G","Semence récoltées sur 11294-37 Q. borealis / N.J."," ","SD","JALP-T","1"," "," "," ","Fagaceae",""
"754","Quercus rubra","Oak",NA,NA,NA,NA,NA,"2049-2003*D","Quercus rubra","Quercus rubra","G","Pépinière Cramer, Québec"," ","PT","JSOU-E3","1"," "," "," ","Fagaceae",""
"755","Quercus rubra","Oak",NA,NA,NA,NA,NA,"2023-2001*B","Quercus rubra","Quercus rubra","G","Pépinière Cramer, Les Cèdres (QC) et Dutchmaster Nursery, Brougham, Ontario"," ","PT","JPRE-ARB","1"," "," "," ","Fagaceae",""
"756","Quercus rubra","Oak",NA,NA,NA,NA,NA,"1362-2004*A","Quercus rubra","Quercus rubra","G","Pépinière de Terrebonne"," ","PT","JPRE-ERC","4"," "," "," ","Fagaceae",""
"757","Quercus rubra","Oak",NA,NA,NA,NA,NA,"2179-1998*A","Quercus rubra","Quercus rubra","W","Existants au Jardin Japonais et dans l'arboretum avant la création du JBM (voir obs.)","Canada: Québec: Montréal (Présent sur le site du Jardin botanique avant sa constuction).","PT","JJAP-A2","1"," "," "," ","Fagaceae",""
"758","Quercus rubra","Oak",NA,NA,NA,NA,NA,"2049-2003*O","Quercus rubra","Quercus rubra","G","Pépinière Cramer, Québec"," ","PT","JSOU-R2","1"," "," "," ","Fagaceae",""
"759","Quercus rubra","Oak",NA,NA,NA,NA,NA,"2049-2003*F","Quercus rubra","Quercus rubra","G","Pépinière Cramer, Québec"," ","PT","JSOU-I5","1"," "," "," ","Fagaceae",""
"760","Quercus rubra","Oak",NA,NA,NA,NA,NA,"2049-2003*M","Quercus rubra","Quercus rubra","G","Pépinière Cramer, Québec"," ","PT","JSOU-R2","1"," "," "," ","Fagaceae",""
"761","Quercus rubra","Oak",NA,NA,NA,NA,NA,"2049-2003*B","Quercus rubra","Quercus rubra","G","Pépinière Cramer, Québec"," ","PT","JSOU-B3","1"," "," "," ","Fagaceae",""
"762","Quercus rubra","Oak",NA,NA,NA,NA,NA,"2049-2003*C","Quercus rubra","Quercus rubra","G","Pépinière Cramer, Québec"," ","PT","JSOU-B3","1"," "," "," ","Fagaceae",""
"763","Quercus rubra","Oak",NA,NA,NA,NA,NA,"2023-2001*C","Quercus rubra","Quercus rubra","G","Pépinière Cramer, Les Cèdres (QC) et Dutchmaster Nursery, Brougham, Ontario"," ","PT","JPRE-ARB","2"," "," "," ","Fagaceae",""
"764","Quercus rubra","Oak",NA,NA,NA,NA,NA,"2049-2003*I","Quercus rubra","Quercus rubra","G","Pépinière Cramer, Québec"," ","PT","JSOU-A2","1"," "," "," ","Fagaceae",""
"765","Quercus rubra","Oak",NA,NA,NA,NA,NA,"2592-1999*A","Quercus rubra","Quercus rubra","G","Pépinière Cramer, Québec"," ","PT","JECO-ORN","1"," "," "," ","Fagaceae",""
"766","Quercus rubra","Oak",NA,NA,NA,NA,NA,"2463-1999*A","Quercus rubra","Quercus rubra","G","Pépinière Cramer, Québec"," ","PT","JECO-ORN","1"," "," "," ","Fagaceae",""
"767","Quercus rubra","Oak",NA,NA,NA,NA,NA,"2915-1990*A","Quercus rubra","Quercus rubra","G","Pépinière Cramer, Québec"," ","PT","JCHI-G","1"," "," "," ","Fagaceae",""
"768","Quercus rubra","Oak",NA,NA,NA,NA,NA,"2049-2003*Q","Quercus rubra","Quercus rubra","G","Pépinière Cramer, Québec"," ","PT","JSOU-R9","1"," "," "," ","Fagaceae",""
"769","Quercus rubra","Oak",NA,NA,NA,NA,NA,"2049-2003*H","Quercus rubra","Quercus rubra","G","Pépinière Cramer, Québec"," ","PT","JSOU-Q7","1"," "," "," ","Fagaceae",""
"770","Quercus rubra","Oak",NA,NA,NA,NA,NA,"2023-2001*A","Quercus rubra","Quercus rubra","G","Pépinière Cramer, Les Cèdres (QC) et Dutchmaster Nursery, Brougham, Ontario"," ","PT","JPRE-ALP","1"," "," "," ","Fagaceae",""
"771","Quercus rubra","Oak",NA,NA,NA,NA,NA,"492-2009*A","Quercus rubra","Quercus rubra","G","Pépinière Villeneuve Enr. L'Assomption, Qué."," ","PT","JCHI-A","9"," "," "," ","Fagaceae",""
"772","Quercus rubra","Oak",NA,NA,NA,NA,NA,"2049-2003*L","Quercus rubra","Quercus rubra","G","Pépinière Cramer, Québec"," ","PT","JSOU-P2","1"," "," "," ","Fagaceae",""
"773","Quercus rubra","Oak",NA,NA,NA,NA,NA,"2049-2003*A","Quercus rubra","Quercus rubra","G","Pépinière Cramer, Québec"," ","PT","JSOU-P1","1"," "," "," ","Fagaceae",""
"774","Ribes americanum","Currant","Secondary","","Biotic",NA,"Disease Resistance (B)","1603-2001*A","Ribes americanum","Ribes americanum","G","Pterophylla, Walsingham, Ontario"," ","PT","JPRE-ERC","5"," "," "," ","Grossulariaceae",""
"775","Ribes americanum","Currant","Secondary","","Biotic",NA,"Disease Resistance (B)","1603-2001*D","Ribes americanum","Ribes americanum","G","Pterophylla, Walsingham, Ontario"," ","PT","JPRE-ERB","1"," "," "," ","Grossulariaceae",""
"776","Ribes americanum","Currant","Secondary","","Biotic",NA,"Disease Resistance (B)","1733-2018*A","Ribes americanum","Ribes americanum","W","Viola, Stefano","Canada: Laval. Forêt feuillue. 28 m. 45°32'38.98""N, 73°48'3.36""W. Coursol, F. s.n. 14 May 2018.","PT","JPRE-ERB","3"," "," "," ","Grossulariaceae",""
"777","Ribes americanum","Currant","Secondary","","Biotic",NA,"Disease Resistance (B)","1603-2001*B","Ribes americanum","Ribes americanum","G","Pterophylla, Walsingham, Ontario"," ","PT","JPRE-ERC","mass"," "," "," ","Grossulariaceae",""
"778","Ribes americanum","Currant","Secondary","","Biotic",NA,"Disease Resistance (B)","1603-2001*C","Ribes americanum","Ribes americanum","G","Pterophylla, Walsingham, Ontario"," ","PT","JPRE-ERC","mass"," "," "," ","Grossulariaceae",""
"779","Ribes americanum","Currant","Secondary","","Biotic",NA,"Disease Resistance (B)","2044-2001*A","Ribes americanum","Ribes americanum","W","Alain Cuerrier (botaniste)","Laval, QC.","PT","JPRE-ERB","1"," "," "," ","Grossulariaceae",""
"780","Ribes americanum","Currant","Secondary","","Biotic",NA,"Disease Resistance (B)","1603-2001*E","Ribes americanum","Ribes americanum","G","Pterophylla, Walsingham, Ontario"," ","PT","JPRE-ERB","1"," "," "," ","Grossulariaceae",""
"781","Ribes aureum","Currant","Tertiary","","",NA,"","1094-1999*A","Ribes aureum var. villosum","Ribes odoratum","G","Pépinière de Terrebonne"," ","PT","JSEN","1"," "," "," ","Grossulariaceae","villosum"
"782","Ribes aureum","Currant","Tertiary","","",NA,"","2590-1988*A","Ribes aureum","Ribes aureum","G","Serres Louis Dupire"," ","PT","JJAP-L1","mass"," "," "," ","Grossulariaceae",""
"783","Ribes cynosbati","Currant","Secondary","","Agronomic",NA,"Crop Quality (AG)","2734-1994*A","Ribes cynosbati","Ribes cynosbati","G","Existant au Coin du Québec, sans numéro d'enregistrement"," ","PT","JQUE-1","2"," "," "," ","Grossulariaceae",""
"784","Ribes cynosbati","Currant","Secondary","","Agronomic",NA,"Crop Quality (AG)","2107-2009*B","Ribes cynosbati","Ribes cynosbati","U","Existant au Coin du Québec, sans numéro d'enregistrement"," ","EX","JQUE-4","1"," "," "," ","Grossulariaceae",""
"785","Ribes cynosbati","Currant","Secondary","","Agronomic",NA,"Crop Quality (AG)","2107-2009*A","Ribes cynosbati","Ribes cynosbati","U","Existant au Coin du Québec, sans numéro d'enregistrement"," ","EX","JQUE-4","2"," "," "," ","Grossulariaceae",""
"786","Ribes cynosbati","Currant","Secondary","","Agronomic",NA,"Crop Quality (AG)","1729-2018*A","Ribes cynosbati","Ribes cynosbati","W","Viola, Stefano","Canada: Laval. Forêt feuillue. 28 m. 45°32'38.98""N, 73°48'3.36""W. Coursol, F. s.n. 14 May 2018.","PT","JPRE-ERB","1"," "," "," ","Grossulariaceae",""
"787","Ribes cynosbati","Currant","Secondary","","Agronomic",NA,"Crop Quality (AG)","1602-2001*B","Ribes cynosbati","Ribes cynosbati","G","Pterophylla, Walsingham, Ontario"," ","PT","JPRE-ERB","15"," "," "," ","Grossulariaceae",""
"788","Ribes glandulosum","Currant",NA,NA,NA,NA,NA,"2026-2000*B","Ribes glandulosum","Ribes glandulosum","G","Pépinière Aiglon Inc., Qc"," ","PT","JPRE-PES","mass"," "," "," ","Grossulariaceae",""
"789","Ribes glandulosum","Currant",NA,NA,NA,NA,NA,"2026-2000*C","Ribes glandulosum","Ribes glandulosum","G","Pépinière Aiglon Inc., Qc"," ","PT","JPRE-ALP","1"," "," "," ","Grossulariaceae",""
"790","Ribes glandulosum","Currant",NA,NA,NA,NA,NA,"2026-2000*A","Ribes glandulosum","Ribes glandulosum","G","Pépinière Aiglon Inc., Qc"," ","PT","JPRE-ERC","3"," "," "," ","Grossulariaceae",""
"791","Ribes lacustre","Currant",NA,NA,NA,NA,NA,"1026-1983*B","Ribes lacustre","Ribes lacustre","G","UBC Vancouver, CA"," ","SD","JALP-2","1"," "," "," ","Grossulariaceae",""
"792","Ribes lacustre","Currant",NA,NA,NA,NA,NA,"843-2011*A","Ribes lacustre","Ribes lacustre","U","Provenance inconnue"," ","PT","JPRE-PES","1"," "," "," ","Grossulariaceae",""
"793","Ribes oxyacanthoides","Currant, Black","Tertiary","","",NA,"","667-1999*A","Ribes oxyacanthoides 'Dakota Dwarf'","Ribes oxyacanthoides 'Dakota Dwarf'","G","Skinner's Nursery & Garden Centre Ltd. Roblin, MB, Canada."," ","PT","JFRU-13NOR","4"," "," "," ","Grossulariaceae","Dakota Dwarf'"
"794","Rubus allegheniensis","Raspberry","Primary","","Agronomic",NA,"Crop Quality (AG)","1896-2000*C","Rubus allegheniensis","Rubus allegheniensis","W","Viola, Stefano","Canada: Québec: Rouville Co.: Mont Saint-Hilaire. Stefano Viola s.n. 21 Jun 2000.","PT","JPRE-PIN","mass"," "," "," ","Rosaceae",""
"795","Rubus allegheniensis","Raspberry","Primary","","Agronomic",NA,"Crop Quality (AG)","1896-2000*A","Rubus allegheniensis","Rubus allegheniensis","W","Viola, Stefano","Canada: Québec: Rouville Co.: Mont Saint-Hilaire. Stefano Viola s.n. 21 Jun 2000.","PT","JPRE-ERS","mass"," "," "," ","Rosaceae",""
"796","Rubus allegheniensis","Raspberry","Primary","","Agronomic",NA,"Crop Quality (AG)","1896-2000*B","Rubus allegheniensis","Rubus allegheniensis","W","Viola, Stefano","Canada: Québec: Rouville Co.: Mont Saint-Hilaire. Stefano Viola s.n. 21 Jun 2000.","PT","JPRE-ARC","12"," "," "," ","Rosaceae",""
"797","Rubus arcticus","Raspberry, Red","Tertiary","","Agronomic",NA,"High Yield (AG)","1912-98-2015*A","Rubus arcticus 'Valentina'","Rubus x stellarcticus 'Valentina'","G","Hartmanns Plant Company, Lacota, Michigan, USA"," ","CT","JFRU-15B","mass"," "," "," ","Rosaceae","Valentina'"
